Q46P,Q49,Q260,Q261,Q262,Q263,Q264,Q265,Q266,Q267,Q268,Q269,Q270,Q271,Q272,Q273,Q274,Q275,Q276,Q277,Q278,Q279,Q280,Q281,Q282,Q283,Q284,Q285,Q286,Q287P,Q288,Q289,Q290
3,7,Female,1988,29,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,1,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Upper secondary education (ISCED 3),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Spent savings and borrowed money,Working class,7,Protestant,840001
4,9,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Bachelor or equivalent (ISCED 6),Bachelor or equivalent (ISCED 6),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Higher administrative (for example: banker, executive in big business, high government official, union official)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,Yes,Save money,Working class,8,Do not belong to a denomination,840001
4,10,Female,1965,52,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",5,No,1240,Married,5,Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Part time (less than 30 hours a week),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)",Private business or industry,Yes,Just get by,Upper middle class,5,Protestant,840001
3,9,Female,1987,30,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)",Private business or industry,No,Just get by,Upper class,3,Do not belong to a denomination,840001
3,8,Male,1969,48,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,288,288,288,"Yes, I am a citizen of this country",3,No,1240,Married,1,Doctoral or equivalent (ISCED 8),Post-secondary non-tertiary education (ISCED 4),Lower secondary education (ISCED 2),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,Yes,Save money,Lower middle class,5,Roman Catholic,840002
3,7,Male,1974,43,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",6,No,1240,Married,4,Post-secondary non-tertiary education (ISCED 4),Master or equivalent (ISCED 7),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Full time (30 hours a week or more),Full time (30 hours a week or more),"Sales (for example: sales manager, shop owner, shop assistant, insurance agent, buyer)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,No,Save money,Lower class,9,Do not belong to a denomination,840001
3,9,Male,1971,46,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Lower secondary education (ISCED 2),Full time (30 hours a week or more),Full time (30 hours a week or more),"Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Government or public institution,No,Save money,Working class,7,Do not belong to a denomination,840001
4,7,Female,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Living together as married,1,Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Self employed,Full time (30 hours a week or more),"Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,No,Save money,Working class,6,Do not belong to a denomination,840001
3,6,Male,1976,41,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,3,Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Post-secondary non-tertiary education (ISCED 4),Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Full time (30 hours a week or more),"Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Government or public institution,No,Just get by,Upper middle class,4,Do not belong to a denomination,840002
3,8,Male,1986,31,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,0,Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Full time (30 hours a week or more),"JP,KG,TJ: Other","Service (for example: restaurant owner, police officer, waitress, barber, caretaker)","Semi-skilled worker (for example: bricklayer, bus driver, cannery worker, carpenter, sheet metal worker, baker)",Private business or industry,No,Spent some savings and borrowed money,Lower middle class,7,Do not belong to a denomination,840001
4,9,Female,1983,34,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",3,No,1240,Married,2,Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Short-cycle tertiary education (ISCED 5),Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Higher administrative (for example: banker, executive in big business, high government official, union official)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,No,Spent some savings and borrowed money,Working class,8,Roman Catholic,840001
2,4,Male,1967,50,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,4,Short-cycle tertiary education (ISCED 5),Short-cycle tertiary education (ISCED 5),Post-secondary non-tertiary education (ISCED 4),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Self employed,"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Unskilled worker (for example: labourer, porter, unskilled factory worker, cleaner)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Government or public institution,Yes,Just get by,Upper middle class,4,Protestant,840001
4,9,Male,1952,65,I am born in this country,Not an immigrant,Not an immigrant,840,840,840,"Yes, I am a citizen of this country",2,No,1240,Married,2,Master or equivalent (ISCED 7),Master or equivalent (ISCED 7),Upper secondary education (ISCED 3),Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Full time (30 hours a week or more),"Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,No,Save money,Working class,8,Protestant,840001
4,9,Female,1960,57,I am an immigrant to this country (born outside this country),Immigrant,Immigrant,124,826,826,"Not, I am not a citizen of this country",2,No,1240,Married,0,Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Upper secondary education (ISCED 3),Post-secondary non-tertiary education (ISCED 4),Self employed,Full time (30 hours a week or more),"Clerical (for example: secretary, clerk, office manager, civil servant, bookkeeper","Skilled worker (for example: foreman, motor mechanic, printer, seamstress, tool and die maker, electrician)","Professional and technical (for example: doctor, teacher, engineer, artist, accountant, nurse)",Private business or industry,No,Save money,Working class,7,Do not belong to a denomination,840001
